name,category,status,expected_type,default_value,effect_role,remarks,target_parameters,source_paths,milestones,source_inventory
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,doc/GPU_PATCH_0258.md,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258_METADATA_CACHE,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258_STRICT,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_DIAG_TOL,CUDA thermostat,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_EVERY,CUDA thermostat,debug/comparaison,entier,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_STRICT,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_TOL,CUDA thermostat,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_THREADS_PER_BLOCK,CUDA thermostat,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/thermostat.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_USE,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,doc/GPU_PATCH_0244.md;doc/GPU_PATCH_0258.md,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_WALL_SIMPLE_CLOSED_BOX_0493X1,CUDA wall-simple / boîte fermée,présent depuis 0493x1; ajouté lors du contrôle exhaustif 0493x7q,booléen/env truthy,false/off,Autorise le sous-ensemble CUDA résident wall-simple/Q6 pour une boîte fermée statique à quatre faces de réflexion supportées.,Omission corrigée dans l’inventaire x7q. Ne constitue pas un nouveau développement x7q.,,src/cuda_q6_resident_0400.cu;src/src_collision.cpp,x1;x7q,delta exhaustif getenv au snapshot 0493x7q
MPCD_DARCY_EXACT_MOMENTUM_DIAG_0493X8A,Darcy — diagnostic impulsion exacte,présent source courant; diagnostic; absent inventaire précédent,booléen/env truthy,0/off,"Active les sommes exactes d'impulsion Darcy, le suivi cumulatif du mean-kick et le CSV exact 0493x8a.",Lu seulement si Darcy-Brinkman est activé. Les branches physiques de forcing ne sont pas sélectionnées par ce flag.,,,,snap_260826_code_audit_20260826
MPCD_DARCY_FASTFLAGS_ENABLE,Alias script fastflags Darcy | Darcy/Brinkman CUDA résident — fastflags,ajout/documenté 0426 | ajout 0426,booléen | booléen/env truthy,1,Active/désactive le bloc commun fastflags 0426 des scripts Darcy. | Active le bloc commun 0426 de drapeaux rapides dans les scripts Darcy de démonstration.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement. | Mettre à 0 pour diagnostic/ablation. La correction 0426 a ramené le backward step Darcy/chiVP segmenté au coût du chemin résident rapide.,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426 | src_mpcd_env_flags_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
MPCD_DEPOSIT_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/weighted_resampling.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_DISABLED_RESAMPLING_SUMMARY_DIAGNOSTICS_0315G,CUDA état résident / active-prefix — audit et compatibilité,présent état 36abd23; inventorié 0490p (0315g),booléen/env truthy,false/off,Contrôle un diagnostic ou journal runtime du composant associé.,"À passer dans l’environnement du shell, pas dans params.kv. Ligne ajoutée par comparaison exhaustive des appels getenv du code courant avec l’inventaire 0436b.",,src/main_src_mpcd_base.cpp,,delta source 0437–0490p / branche surf commit 36abd23
MPCD_ELLIPTIC_PROFILE,Profilage / instrumentation,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,,src/elliptic_projection.cpp,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_ENABLE_LIVE_VIS,Build option live visualization,ajout 0335,booléen/env truthy,false/off,Compile le support GLFW/OpenGL de visualisation live.,"Flag de build. Si absent, le module livevis reste no-op et le build standard ne dépend pas de GLFW/OpenGL.",,doc/README_live_visualization_0335a.md;scripts/build_src_mpcd_cuda_0315b.sh;src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
MPCD_ENSURE_PARTICLE_ROLES_FULL_REFRESH_0315M,CUDA état résident / active-prefix — audit et compatibilité,présent état 36abd23; inventorié 0490p (0315m),booléen/env truthy,false/off,Variable runtime interne contrôlant le chemin nommé dans le backend CUDA.,"À passer dans l’environnement du shell, pas dans params.kv. Ligne ajoutée par comparaison exhaustive des appels getenv du code courant avec l’inventaire 0436b.",,src/particle_state.cpp,,delta source 0437–0490p / branche surf commit 36abd23
MPCD_FILTERED_FIELD_RECORD_EVERY,Filtered field recording 0432a,ajout 0432a | mis à jour 0433a,entier > 0 si présent,absent par défaut; sinon override explicite,Fallback MPCD_* pour l’override expert de cadence d’écriture des dumps filtrés.,0433a: n’est plus nécessaire pour obtenir une cadence d’enregistrement; le comportement par défaut est WYSIWYR avec recordEvery=liveEvery. Une valeur env >0 force recordEverySource=override.,,doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,session_0432_filtered_recording | session_0433a_wysiwyr
MPCD_FILTERED_FIELD_RECORD_FIELDS,Filtered field recording 0432a,ajout 0432a,liste CSV de champs,current,Fallback MPCD_* pour la liste des champs à enregistrer.,Utilisé si SRC_FILTERED_FIELD_RECORD_FIELDS est absent.,,doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,session_0432_filtered_recording
MPCD_FILTERED_FIELD_RECORDING_0432,Filtered field recording 0432a,ajout 0432a,booléen/env truthy,false/off,Active le recorder observation-only de champs filtrés.,Indispensable pour produire des dumps filtrés; recordEnable=true dans livevis_control.kv ne suffit pas si ce flag est absent. Alias SRC_FILTERED_FIELD_RECORDING_0432 accepté.,,doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,session_0432_filtered_recording
MPCD_FILTERED_FIELD_SAMPLE_EVERY,Filtered field recording 0432a,ajout 0432a,entier >= 1,1,Fallback MPCD_* pour la cadence d’échantillonnage du recorder.,Utilisé si SRC_FILTERED_FIELD_SAMPLE_EVERY est absent.,,doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,session_0432_filtered_recording
MPCD_FILTERED_FIELD_TAU,Filtered field recording 0432a,ajout 0432a,double >= 0,0.0,Fallback MPCD_* pour initialiser filterTau du recorder.,Utilisé si SRC_FILTERED_FIELD_TAU est absent; la clé control-file filterTau peut ensuite surcharger.,,doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,session_0432_filtered_recording
MPCD_INTERNAL_PROFILES,Profilage / instrumentation,diagnostic/profilage | propagé scripts Darcy 0426,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo. | 0426 : intégré au bloc fastflags Darcy pour éviter le backend collision/thermostat lent dans les cas chi/segments.,,doc/GPU_PATCH_0266_RESIDENT_PERFORMANCE_INSTRUMENTATION.md;doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv | src_mpcd_env_flags_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
MPCD_LIVE_VIS_ALPHA,Live visualization runtime,ajout 0335c | alias/fallback MPCD_* recensé 0432a | précisé 0436b,"double [0,1]",0.08 scripts 0337,Alias/fallback MPCD_* de SRC_LIVE_VIS_ALPHA. Lissage temporel du rendu CPU fallback.,"Le chemin CUDA field rend directement une image compacte; alpha est surtout utile au fallback CPU. | Ajouté à l’inventaire car utilisé comme fallback par live_visualization_0335.cpp et/ou filtered_field_recorder_0432.cpp. | 0436b: persistance temporelle du champ affiché; alpha=1.0 donne un affichage immédiat. Le changement de field/particleTypeFilter doit réinitialiser displayScalar une frame, puis reprendre le lissage.",,src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0432_filtered_recording | session_0436_particle_type_filter_livevis
MPCD_LIVE_VIS_CLIP,Live visualization runtime,ajout 0335c | alias/fallback MPCD_* recensé 0432a,double; <=0 auto,-1 auto,Alias/fallback MPCD_* de SRC_LIVE_VIS_CLIP. Échelle de saturation/clip couleur.,Valeur fixe utile pour comparer plusieurs runs; auto utile pour inspection rapide. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini. | Ajouté à l’inventaire car utilisé comme fallback par live_visualization_0335.cpp et/ou filtered_field_recorder_0432.cpp.,,doc/livevis_runtime_control_0341a.md;src/cuda_live_field_0337.cu;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp;src/main_src_mpcd_base.cpp,,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0432_filtered_recording
MPCD_LIVE_VIS_COLORMAP,Live visualization colormap,ajout 0342a | alias/fallback MPCD_* recensé 0432a,enum: blue_red | gray | thermal,blue_red,"Alias/fallback MPCD_* de SRC_LIVE_VIS_COLORMAP. Colormap consommé par le renderer livevis, y compris le chemin CUDA field 0337.",Mis à jour dans le processus lors de la relecture de livevis_control.kv lorsque la clé colormap change. Alias acceptés: grey/grayscale/greyscale -> gray; heat/hot -> thermal. | Ajouté à l’inventaire car utilisé comme fallback par live_visualization_0335.cpp et/ou filtered_field_recorder_0432.cpp.,,doc/livevis_colormap_control_0342a.md;src/cuda_live_field_0337.cu;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | session_0432_filtered_recording
MPCD_LIVE_VIS_CONTROL_EVERY,Live visualization runtime control,ajout 0341a | alias/fallback MPCD_* recensé 0432a,entier >= 1,1,Alias/fallback MPCD_* de SRC_LIVE_VIS_CONTROL_EVERY. Stride de relecture du fichier de contrôle sur les opportunités d’affichage livevis.,"Avec LIVE_VIS_EVERY=25 et CONTROL_EVERY=1, le fichier est relu à chaque frame livevis. | Ajouté à l’inventaire car utilisé comme fallback par live_visualization_0335.cpp et/ou filtered_field_recorder_0432.cpp.",,src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | session_0432_filtered_recording
MPCD_LIVE_VIS_CONTROL_FILE,Live visualization runtime control,ajout 0341a; propagé scripts 0341b/0341d | alias/fallback MPCD_* recensé 0432a,chemin fichier .kv,vide/off si non fourni,Alias/fallback MPCD_* de SRC_LIVE_VIS_CONTROL_FILE. Chemin du fichier livevis_control.kv relu à chaud par le binaire pour modifier field/clip/gain/smoothPasses/colormap sans redémarrage.,Le chemin recommandé est fourni par les scripts depuis LIVE_VIS_CONTROL_FILE_EFFECTIVE. Les logs de reload sont écrits dans le fichier .time. | Ajouté à l’inventaire car utilisé comme fallback par live_visualization_0335.cpp et/ou filtered_field_recorder_0432.cpp.,,doc/livevis_runtime_control_0341a.md;doc/livevis_runtime_control_0341b_scripts.md;src/filtered_field_recorder_0432.cpp;src/live_visualization_0335.cpp,,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | session_0432_filtered_recording
