canonical_name,category,status,expected_type,default_value,constraints,effect_role,remarks,kv_keys,cpp_fields,aliases,runner_variables,source_paths,milestones,source_inventory
resamplingPopulationNMaxFraction,Resampling pondéré — population,existant catalogue 0292 | alias accepté | canonique,double,1.30,>=1,Fraction utilisée pour inférer NMax.,Si resamplingEnable=true.,resamplingPopulationNMaxFraction;resamplingNMaxFraction,resamplingPopulationNMaxFraction,resamplingNMaxFraction,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMin,Resampling pondéré — population,existant catalogue 0292 | alias accepté | canonique,entier,0,>=0; 0 avec les deux autres bornes => inférence,Borne basse de population par cellule.,"Si explicite, NMin<NTarget<NMax.",resamplingPopulationNMin;resamplingNMin,resamplingPopulationNMin,resamplingNMin,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMinFraction,Resampling pondéré — population,existant catalogue 0292 | alias accepté | canonique,double,0.70,"(0,1]",Fraction utilisée pour inférer NMin.,Si resamplingEnable=true.,resamplingPopulationNMinFraction;resamplingNMinFraction,resamplingPopulationNMinFraction,resamplingNMinFraction,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNTarget,Resampling pondéré — population,existant catalogue 0292 | alias accepté | canonique,entier,0,>=0; 0 avec les deux autres bornes => inférence,Population cible par cellule.,"Si explicite, NMin<NTarget<NMax.",resamplingPopulationNTarget;resamplingNTarget,resamplingPopulationNTarget,resamplingNTarget,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingRemapEnable,Resampling pondéré — switches,existant catalogue 0292 | canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,Active le remap/renormalisation locale de masse.,,resamplingRemapEnable,resamplingRemapEnable,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingRichCellMassFraction,Resampling pondéré — seuils pauvre/riche,existant catalogue 0292 | canonique | alias accepté,double,1.5,> resamplingPoorCellMassFraction,Fraction de masse cible au-dessus de laquelle une cellule est riche.,,resamplingRichCellMassFraction;resamplingRichMassFraction,resamplingRichCellMassFraction,resamplingRichMassFraction,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingTargetCellMass,Resampling pondéré — cible,existant catalogue 0292 | canonique | alias accepté,double,0.0,>=0; 0 => infère la masse moyenne courante,Masse cible par cellule pour diagnostics/remap resampling.,,resamplingTargetCellMass;weightedResamplingTargetCellMass,resamplingTargetCellMass,weightedResamplingTargetCellMass,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingThermalRenormalizationEnable,Resampling pondéré — switches,existant catalogue 0292 | alias accepté | canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,Active la correction thermique liée au resampling.,,resamplingThermalRenormalizationEnable;resamplingThermalRenormalisationEnable,resamplingThermalRenormalizationEnable,resamplingThermalRenormalisationEnable,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingWetCellMassThreshold,Resampling pondéré — masque wet,existant catalogue 0292 | canonique | alias accepté,double,0.0,>=0,Seuil de masse minimale d’une cellule wet.,,resamplingWetCellMassThreshold;resamplingWetMassThreshold,resamplingWetCellMassThreshold,resamplingWetMassThreshold,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingWetMaskMode,Resampling pondéré — masque wet,existant catalogue 0292 | canonique,enum string,active_domain,active_domain; occupied,Définition des cellules wet/actives pour le resampling.,Les tirets sont normalisés en underscores.,resamplingWetMaskMode,resamplingWetMaskMode,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
rightOpenYMax,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,rightOpenYMax,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
rightOpenYMin,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,rightOpenYMin,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
rngSeed,Temps et collision SRC,existant catalogue 0292 | canonique,uint64,12345,entier non signé 64 bits,Graine de génération pseudo-aléatoire.,,rngSeed,rngSeed,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
rotationAngle,Temps et collision SRC,existant catalogue 0292 | alias accepté | canonique,double,2.0943951023931953 rad,réel non NaN; alphaDeg converti en radians,Angle de rotation SRD/MPCD.,,rotationAngle;alphaDeg,rotationAngle,alphaDeg,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
speciesCellCudaComparisonFilename,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,chaîne,species_cell_cuda_equivalence_0490h.csv,,Nom du CSV d’équivalence dépôt CPU/CUDA 0490h.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellCudaComparisonFilename,speciesCellCudaComparisonFilename,,,doc/README_0490H_CUDA_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCellCudaComparisonTolerance,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,double,1.0e-11,fini et >=0.,Tolérance absolue de l’équivalence dépôt CPU/CUDA.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellCudaComparisonTolerance,speciesCellCudaComparisonTolerance,,,doc/README_0490H_CUDA_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCellCudaDepositEnable,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,booléen,false,true/1/yes/on ou false/0/no/off.,Active le dépôt CUDA résident N/M/P par cellule et espèce et sa comparaison de référence.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellCudaDepositEnable,speciesCellCudaDepositEnable,,,doc/README_0490H_CUDA_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCellCudaThreadsPerBlock,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,entier,256,1…1024.,Nombre de threads par bloc du dépôt CUDA par espèce.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellCudaThreadsPerBlock,speciesCellCudaThreadsPerBlock,,,doc/README_0490H_CUDA_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCellDiagnosticsEnable,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,booléen,false,true/1/yes/on ou false/0/no/off.,Active le dépôt CPU de référence par cellule et espèce.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellDiagnosticsEnable,speciesCellDiagnosticsEnable,,REQUIRE_MIXED_CELL_AT_END,doc/README_0490B_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCellDiagnosticsFilename,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,chaîne,species_cell_runtime_0490b.csv,,Nom du CSV CPU par cellule et espèce.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCellDiagnosticsFilename,speciesCellDiagnosticsFilename,,,doc/README_0490B_SPECIES_CELL_DEPOSIT.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCount,Multi-espèces — registre,ajout 0490a–0490p,entier,0,>0 lorsque le registre est actif; exactement autant de déclarations speciesK.,Nombre exact de déclarations species0…speciesN-1 attendues.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCount,speciesCount,,,doc/README_0490A_SPECIES_REGISTRY_SCAFFOLD.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCudaResidentFastPathDiagnosticsFilename,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,chaîne,cuda_species_resident_fast_path_0490m.csv,,Nom du CSV du fast path résident multi-espèces.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCudaResidentFastPathDiagnosticsFilename,speciesCudaResidentFastPathDiagnosticsFilename,,,doc/README_0490M_CUDA_SPECIES_RESIDENT_FAST_PATH.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesCudaResidentMaintenanceDiagnosticsFilename,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,chaîne,cuda_species_resident_maintenance_0490n.csv,,Nom du CSV de maintenance résidente 0490n/0490p.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesCudaResidentMaintenanceDiagnosticsFilename,speciesCudaResidentMaintenanceDiagnosticsFilename,,,doc/README_0490N_CUDA_SPECIES_RESIDENT_MAINTENANCE.md;doc/README_0490P_DEVICE_CELL_POLICY_ZERO_CPU.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesDefinitions,Multi-espèces — registre,ajout 0490a–0490p,déclaration structurée | vecteur interne,(aucune) | (sans valeur stockée),"K=0…speciesCount-1; type unique uint32; phaseFamily=liquid|gas; coefficients finis. Pour independent_masked: q6StrengthDeclared dans [0,1] et referenceCellMassDeclared finie >0 pour chaque espèce.","Déclare une espèce: type, nom, famille de phase, coefficients Q6/fermeture et masse cellulaire de référence optionnelle. | Champ canonique interne de SimulationParams utilisé par le parseur et le backend courant.",Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | 0493w5: la masse cellulaire de référence devient obligatoire pour construire le proxy d’occupation de independent_masked. | 0493x14: chaque déclaration peut être complétée par speciesKResamplingEnable et speciesKThermostatTargetKBT; le thermostat séparé conserve la collision SRC commune et agit après collision. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesK,speciesDefinitions,species0…speciesN-1,,doc/README_0490A_SPECIES_REGISTRY_SCAFFOLD.md;doc/README_0493W5_INDEPENDENT_MASKED_Q6_STAGE1.md;include/simulation_params.h;src/params_io_base.cpp;src/src_collision.cpp;src/thermostat.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | mise à jour 0493w5–0493w8 / commit caa5b6b | extension_x14_snapshot_030926 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
speciesDefinitions[K].resamplingEnable,Multi-espèces — registre,"famille dynamique existante, explicitée dans l’inventaire x14",booléen,true pour chaque déclaration,"K entier dans [0,speciesCount-1]",Active/désactive le resampling pour l’espèce K.,Famille dynamique déjà documentée dans le commentaire de SimulationParams mais auparavant seulement implicite dans la ligne speciesK.,speciesKResamplingEnable,,species0ResamplingEnable … speciesN-1ResamplingEnable,,include/simulation_params.h;src/params_io_base.cpp,,extension_x14_snapshot_030926
speciesDefinitions[K].thermostatTargetKBT,Thermostat — multi-espèces x14,ajout 0493x14a; famille dynamique K=0…speciesCount-1,double,négatif => hérite de thermostatTargetKBT puis kBT,"K entier dans [0,speciesCount-1]; valeur résolue finie >0 lorsque speciesThermostatEnable=true; 0 invalide",Cible thermique propre à l’espèce K.,Clé dynamique détectée par parse_species_thermostat_target_key; ne fait pas partie du décompte des clés littérales directes du parseur. | Audit x14ai-fix1 04/09/2026: sémantique params inchangée; aucune nouvelle clé params.kv introduite par x14y--x14ai-fix1.,speciesKThermostatTargetKBT,,species0ThermostatTargetKBT … speciesN-1ThermostatTargetKBT,,include/simulation_params.h;include/species_registry.h;src/params_io_base.cpp,x14ai;x14ai-fix1;x14y,extension_x14_snapshot_030926 | audit_snap_040926_x14ai_fix1_20260904
speciesDiagnosticsEnable,Multi-espèces — dépôt et diagnostics,ajout 0490a–0490p,booléen,false,true/1/yes/on ou false/0/no/off.,Active le bilan global par espèce aux pas de summary.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b. | Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,speciesDiagnosticsEnable,speciesDiagnosticsEnable,,POSTCHECK_SPECIES_ENABLE;Q6_GF_SPECIES_DIAGNOSTICS_ENABLE,doc/README_0490A_SPECIES_REGISTRY_SCAFFOLD.md;include/simulation_params.h;src/params_io_base.cpp,,delta parseur 0437–0490p / branche surf commit 36abd23 | delta SimulationParams 0437–0490p / branche surf commit 36abd23
