name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
DARCY_CHI_FILE,script_alias,Alias script Darcy,ajout/documenté 0426,chemin fichier,selon cas,voir script,,,Alias externe de CHI_FILE pour fournir un champ chi sans modifier le script.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_FILE_FORMAT,script_alias,Alias script Darcy,ajout/documenté 0426,chaîne,float32,voir script,,,Alias externe de CHI_FILE_FORMAT.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STATE_SOURCE,script_alias,Alias script état initial,ajout/documenté 0426,chemin fichier,selon cas,voir script,,,Chemin source de l’état .smpcd copié dans RUN_ROOT/init.,Utilisé dans les scripts 0411/0414/0416.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INPUT_STATE,script_alias,Alias script état initial,ajout/documenté 0426,chemin fichier,selon cas,voir script,,,Alias de STATE_SOURCE pour fournir l’état initial .smpcd.,Utilisé dans les scripts 0411/0414/0416.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
WALL_KBT,script_alias,Alias script paroi/VP,ajout/documenté 0426,double,-1.0,voir script,,,"Température cible des parois/VP, écrite vers wallKBT.",-1 hérite du comportement par défaut/thermostat selon code.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_XMIN,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.0,voir script,,,Borne x minimale du rectangle solide step généré en chi.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_XMAX,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,1.0,voir script,,,Borne x maximale du rectangle solide step généré en chi.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_YMIN,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.0,voir script,,,Borne y minimale du rectangle solide step généré en chi.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
STEP_YMAX,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.52,voir script,,,Borne y maximale du rectangle solide step généré en chi et borne inférieure de l’inlet segmenté.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INLET_FACE,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,left,voir script,,,Face portant le segment inlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INLET_SMIN,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,STEP_YMAX/Ly,voir script,,,Coordonnée relative minimale du segment inlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
INLET_SMAX,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,1.0,voir script,,,Coordonnée relative maximale du segment inlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
OUTLET_FACE,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,right,voir script,,,Face portant le segment outlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
OUTLET_SMIN,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.0,voir script,,,Coordonnée relative minimale du segment outlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
OUTLET_SMAX,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,1.0 ou 0.25 selon script,voir script,,,Coordonnée relative maximale du segment outlet.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
OUTLET_MODE,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,hybrid/neumann selon script,voir script,,,Mode de sortie ouvert écrit vers openBoundaryOutletMode.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
UIN,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,0.25,voir script,,,Vitesse imposée au segment inlet du backward step.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
UINIT,script_alias,Alias script géométrie/segments Darcy,ajout/documenté 0426,double/chaîne selon variable,cas dépendant,voir script,,,Vitesse moyenne initiale utilisée lors de la génération d’état.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
livevis_control.kv:liveGridNx,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,entier >= 16,initialisé depuis SRC_LIVE_VIS_NX/MPCD_LIVE_VIS_NX ou 300,>=16,,live_grid_nx | live_vis_nx | src_live_vis_nx,Change la résolution X de la grille livevis/recording pendant la preview.,"Si recordEnable=true, le changement de grille est ignoré jusqu’à arrêt de session; le recorder verrouille la valeur au démarrage.",src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:liveGridNy,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,entier >= 16,initialisé depuis SRC_LIVE_VIS_NY/MPCD_LIVE_VIS_NY ou 80,>=16,,live_grid_ny | live_vis_ny | src_live_vis_ny,Change la résolution Y de la grille livevis/recording pendant la preview.,"Si recordEnable=true, le changement de grille est ignoré jusqu’à arrêt de session; le recorder verrouille la valeur au démarrage.",src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:recordEnable,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,booléen/truthy,false,"true/false, 1/0, yes/no, on/off",,record_enable | filteredRecordEnable | filtered_record_enable,Déclenche le démarrage/arrêt d’une session de dumps filtrés.,N’a d’effet que si MPCD_FILTERED_FIELD_RECORDING_0432 ou SRC_FILTERED_FIELD_RECORDING_0432 est activé dans l’environnement.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:recordSession,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,chaîne,session_<startStep>,nom de dossier recommandé sans séparateurs de chemin,,record_session,Nomme le sous-dossier de session sous outputDir/recordings/.,La valeur est verrouillée au passage recordEnable=false -> true.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:recordFields,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,liste CSV de champs,current,rho|density|mass|rho1|rho2|Y1|Y2|ux|uy|speed|N|N1|N2|current,,record_fields,Sélectionne les champs écrits en .f32.,current est résolu au démarrage à partir du champ livevis courant; champs non supportés: erreur claire au démarrage de session.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:recordEvery,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a | mis à jour 0433a,entier; absent ou <=0 suit liveEvery; >0 override expert,suit liveEvery,absent ou <=0 -> recordEvery=liveEvery; >0 -> override explicite; verrouillé pendant la session,,record_every,Cadence d’écriture des fichiers de champs filtrés; par défaut alignée sur la cadence livevis runtime.,0433a: comportement WYSIWYR par défaut. recordEvery absent ou <=0 suit livevis_control.kv:liveEvery; recordEvery>0 reste un override expert et apparaît dans manifest.kv avec recordEverySource=override.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording | session_0433a_wysiwyr
livevis_control.kv:recordFormat,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,f32 | float32,f32,0432a supporte f32/float32 uniquement,,record_format,Format des dumps de champs.,Un fichier brut float32 row-major par champ et par step enregistré; manifest.kv documente la grille et l’ordre.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:filterMode,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,none | ema,none,ema applique un filtrage exponentiel sur les champs conservatifs,,filter_mode,Choisit le mode de filtrage temporel du recorder.,"Le filtrage est appliqué aux quantités conservatives rho/rho1/rho2/px/py/N/N1/N2, puis les champs dérivés sont reconstruits.",src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:filterTau,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,double >= 0,initialisé depuis SRC_FILTERED_FIELD_TAU/MPCD_FILTERED_FIELD_TAU ou 0.0,>=0; 0 désactive l’EMA effective,,filter_tau,Temps caractéristique de l’EMA du recorder.,Verrouillé au démarrage de session; pertinent avec filterMode=ema.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:filterSampleEvery,control_file_key,Clé fichier contrôle livevis / filtered recording,ajout 0432a,entier >= 1,initialisé depuis SRC_FILTERED_FIELD_SAMPLE_EVERY/MPCD_FILTERED_FIELD_SAMPLE_EVERY ou 1,>=1,,filter_sample_every,Cadence d’échantillonnage interne des champs conservatifs.,Peut être plus fréquente que recordEvery pour filtrer sans écrire à chaque sample; verrouillé pendant la session.,src/filtered_field_recorder_0432.cpp; src/live_visualization_0335.cpp; doc/README_0432A_FILTERED_FIELD_RECORDING_STRICT.md,session_0432_filtered_recording
livevis_control.kv:liveEvery,control_file_key,Clé fichier contrôle livevis / cadence WYSIWYR 0433a,ajout 0433a,entier >= 1,initialisé depuis SRC_LIVE_VIS_EVERY/MPCD_LIVE_VIS_EVERY; défaut code 10 si absent,>=1; relu à chaud via livevis_control.kv,LiveVisualization0335RuntimeControls::every,every; visualEvery; live_vis_every; src_live_vis_every; mpcd_live_vis_every,Cadence de production des frames livevis. Sert aussi de cadence par défaut des dumps filtrés quand recordEvery est absent ou <=0.,0433a: clé canonique pour le comportement WYSIWYR. La prise en compte dépend de la cadence de relecture du fichier de contrôle; l’enregistrement suit la cadence liveEvery par défaut.,src/live_visualization_0335.h; src/live_visualization_0335.cpp; src/filtered_field_recorder_0432.cpp,session_0433a_wysiwyr
livevis_control.kv:recordStride,control_file_key,Clé fichier contrôle livevis / filtered recording WYSIWYR 0433a,ajout 0433a,entier >= 1,absent,">=1; si présent, recordEvery=liveEvery*recordStride",FilteredFieldRecorder0432::Settings::recordEvery,record_stride,Override expert relatif à l’affichage: enregistre une frame affichée sur N.,recordStride=1 est équivalent au comportement WYSIWYR par défaut. recordStride>1 réduit les dumps sans redéfinir une cadence absolue indépendante de liveEvery; manifest.kv indique recordEverySource=override.,src/filtered_field_recorder_0432.cpp,session_0433a_wysiwyr
recordings/manifest.kv:recordEverySource,output_metadata_key,Métadonnée sortie filtered recording 0433a,ajout 0433a,liveEvery | override,calculé à l’ouverture de session,"liveEvery si recordEvery absent ou <=0; override si recordEvery, recordStride ou env RECORD_EVERY force la cadence",FilteredFieldRecorder0432::Settings::recordEveryExplicit,,Trace dans manifest.kv l’origine de la cadence effective d’enregistrement.,Utile pour vérifier le principe WYSIWYR: recordEverySource=liveEvery signifie que la cadence d’enregistrement suit la cadence livevis.,src/filtered_field_recorder_0432.cpp,session_0433a_wysiwyr
livevis_control.kv:alpha,control_file_key,Clé fichier contrôle livevis / persistance temporelle,documenté 0436b,"double [0,1]",0.08 historique si absent; 1.0 recommandé pour bascule immédiate,0=no update visuel effectif; 1=displayScalar=scalar; 0<alpha<1=relaxation temporelle,LiveVisualization0335RuntimeControls::alpha,SRC_LIVE_VIS_ALPHA; MPCD_LIVE_VIS_ALPHA,Contrôle le mélange temporel entre le champ courant scalar et le champ affiché displayScalar.,"Indépendant de smoothPasses: smoothPasses lisse spatialement scalar, alpha lisse temporellement displayScalar. 0436b: field/particleTypeFilter doit déclencher un hard reset d’une frame.",src/live_visualization_0335.cpp,session_0436_particle_type_filter_livevis
